link_key,speed_ref_sd,tt_cv,tt_avg,road_closures,tt_sd,median_age,speed_avg,speed_hist_sd,median_inc,bus_stops,inrix_id,intersections,speed_cv,speed_hist_avg,speed_max,speed_ref_avg,tt_var,speed_sd,incidents,date,hour
"(1123, 1149, '0')",0.000,0.170,0.487,0.000,0.070,26.400,16.311,0.717,25.132,0,441662966.000,1,0.170,12.427,19.263,18.020,0.005,2.115,0,2020-10-06,16
"(1171, 1149, '0')",0.000,0.040,0.335,0.000,0.010,26.400,23.301,0.621,25.132,0,441662965.000,0,0.040,20.195,24.233,21.748,0.000,0.802,0,2020-10-06,16
"(1125, 1439, '0')",0.000,0.040,0.185,0.000,0.010,24.900,23.301,0.621,14.243,0,441662988.000,1,0.040,20.195,24.233,21.748,0.000,0.802,0,2020-10-06,16
"(1436, 1439, '0')",0.000,0.105,0.290,0.000,0.027,24.900,29.204,0.621,14.243,1,441662993.000,5,0.105,25.166,31.690,26.719,0.001,2.636,0,2020-10-06,16
"(1126, 1117, '0')",0.000,0.059,1.308,0.000,0.078,24.600,20.195,0.621,36.042,1,1626708524.000,3,0.059,18.330,21.127,21.748,0.006,1.076,0,2020-10-06,16
"(1454, 1117, '0')",0.000,0.083,1.325,0.000,0.095,24.700,19.729,0.932,29.375,0,1626614196.000,1,0.083,18.796,21.748,21.748,0.009,1.553,0,2020-10-06,16
"(1129, 1580, '0')",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,0,0.000,0.000,0.000,0.000,0.000,0.000,0,2020-10-06,16
"(1132, 1586, '0')",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,0,0.000,0.000,0.000,0.000,0.000,0.000,0,2020-10-06,16
"(1133, 1110, '0')",0.000,0.000,0.000,0.000,0.000,28.800,0.000,0.000,13.125,0,,2,0.000,0.000,0.000,0.000,0.000,0.000,0,2020-10-06,16
"(1479, 1110, '0')",0.000,0.176,0.825,0.000,0.131,28.800,18.175,0.000,13.125,0,449873398.000,2,0.176,16.156,21.127,24.233,0.017,2.842,0,2020-10-06,16
"(1483, 1110, '0')",0.000,0.000,0.000,0.000,0.000,28.800,0.000,0.000,13.125,0,,1,0.000,0.000,0.000,0.000,0.000,0.000,0,2020-10-06,16
"(1134, 1136, '0')",0.000,0.019,0.200,0.000,0.000,28.000,18.796,0.000,24.471,0,1626695561.000,5,0.019,16.156,19.263,18.020,0.000,0.311,0,2020-10-06,16
"(1137, 1136, '0')",0.000,0.068,0.225,0.000,0.006,28.800,16.622,0.717,13.125,0,1626760250.000,3,0.068,15.534,18.020,16.777,0.000,1.061,0,2020-10-06,16
"(1134, 1469, '0')",0.000,0.019,0.200,0.000,0.000,28.000,18.796,0.000,24.471,0,1626695561.000,3,0.019,16.156,19.263,18.020,0.000,0.311,0,2020-10-06,16
"(1465, 1469, '0')",0.000,0.000,0.000,0.000,0.000,41.800,0.000,0.000,50.641,0,,0,0.000,0.000,0.000,0.000,0.000,0.000,0,2020-10-06,16
"(1136, 1134, '0')",0.000,0.068,0.225,0.000,0.006,28.000,16.622,0.717,24.471,0,1626695498.000,5,0.068,15.534,18.020,16.777,0.000,1.061,0,2020-10-06,16
"(1469, 1134, '0')",0.000,0.068,0.225,0.000,0.006,28.000,16.622,0.717,24.471,0,1626695498.000,3,0.068,15.534,18.020,16.777,0.000,1.061,0,2020-10-06,16
"(1138, 409, '0')",0.000,0.019,0.745,0.000,0.010,28.800,18.796,0.000,13.125,0,449873392.000,1,0.019,16.156,19.263,18.020,0.000,0.311,0,2020-10-06,16
"(1139, 409, '0')",0.000,0.068,0.840,0.000,0.050,28.800,16.622,0.717,13.125,0,449873391.000,2,0.068,15.534,18.020,16.777,0.002,1.061,0,2020-10-06,16
"(1148, 409, '0')",0.000,0.237,0.612,0.000,0.111,28.800,24.700,0.000,13.125,0,449873413.000,1,0.237,19.884,31.069,24.855,0.012,4.715,0,2020-10-06,16
"(1139, 1140, '0')",0.000,0.019,0.745,0.000,0.010,22.800,18.796,0.000,16.801,0,449873392.000,2,0.019,16.156,19.263,18.020,0.000,0.311,0,2020-10-06,16
"(1141, 1140, '0')",0.000,0.068,0.840,0.000,0.050,22.800,16.622,0.717,16.801,0,449873391.000,3,0.068,15.534,18.020,16.777,0.002,1.061,0,2020-10-06,16
"(1140, 1141, '0')",0.000,0.019,0.745,0.000,0.010,22.800,18.796,0.000,16.801,0,449873392.000,3,0.019,16.156,19.263,18.020,0.000,0.311,0,2020-10-06,16
"(533, 1141, '0')",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,0,0.000,0.000,0.000,0.000,0.000,0.000,0,2020-10-06,16
"(1141, 1594, '0')",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,0,0.000,0.000,0.000,0.000,0.000,0.000,0,2020-10-06,16
"(1143, 1147, '0')",0.000,0.042,0.515,0.000,0.017,28.800,17.398,0.621,13.125,1,449873396.000,4,0.042,17.088,18.020,21.127,0.000,0.717,0,2020-10-06,16
"(1147, 535, '0')",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,0,0.000,0.000,0.000,0.000,0.000,0.000,0,2020-10-06,16
"(1149, 1171, '0')",0.000,0.170,0.487,0.000,0.070,26.400,16.311,0.717,25.132,0,441662966.000,0,0.170,12.427,19.263,18.020,0.005,2.115,0,2020-10-06,16
"(1170, 1171, '0')",0.000,0.040,0.335,0.000,0.010,26.400,23.301,0.621,25.132,0,441662965.000,1,0.040,20.195,24.233,21.748,0.000,0.802,0,2020-10-06,16
"(1150, 1467, '0')",0.000,0.037,0.508,0.000,0.022,41.800,18.175,0.000,50.641,1,449890229.000,3,0.037,16.156,18.641,19.263,0.000,0.595,1,2020-10-06,16
"(1468, 1467, '0')",0.000,0.000,0.000,0.000,0.000,41.800,0.000,0.000,50.641,0,,0,0.000,0.000,0.000,0.000,0.000,0.000,0,2020-10-06,16
"(1150, 1156, '0')",0.000,0.168,0.530,0.000,0.068,41.800,18.641,0.311,50.641,1,449896134.000,4,0.168,14.447,21.748,19.263,0.005,2.433,1,2020-10-06,16
"(1157, 1156, '0')",0.000,0.037,0.530,0.000,0.014,41.800,18.175,0.000,50.641,0,449890228.000,1,0.037,16.156,18.641,19.263,0.000,0.595,0,2020-10-06,16
"(1150, 1609, '0')",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,0,0.000,0.000,0.000,0.000,0.000,0.000,0,2020-10-06,16
"(1151, 422, '0')",0.000,0.398,0.135,0.000,0.044,28.000,17.554,0.932,24.471,0,170808440.000,3,0.398,13.826,24.233,29.204,0.002,5.497,1,2020-10-06,16
"(1153, 422, '0')",0.000,0.304,0.250,0.000,0.059,41.800,9.010,0.782,50.641,0,400073903.000,3,0.304,7.922,12.427,9.942,0.004,2.407,1,2020-10-06,16
"(1154, 422, '0')",0.000,0.170,0.328,0.000,0.045,26.400,16.311,0.717,25.132,0,441461379.000,3,0.170,12.427,19.263,18.020,0.002,2.115,1,2020-10-06,16
"(1157, 422, '0')",0.000,0.168,0.530,0.000,0.068,41.800,18.641,0.311,50.641,0,449896134.000,3,0.168,14.447,21.748,19.263,0.005,2.433,1,2020-10-06,16
"(1151, 1597, '0')",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,0,0.000,0.000,0.000,0.000,0.000,0.000,0,2020-10-06,16
"(1152, 1170, '0')",0.000,0.040,0.228,0.000,0.005,26.400,23.301,0.621,25.132,0,441461378.000,1,0.040,20.195,24.233,21.748,0.000,0.802,0,2020-10-06,16
"(1171, 1170, '0')",0.000,0.170,0.487,0.000,0.070,26.400,16.311,0.717,25.132,0,441662966.000,1,0.170,12.427,19.263,18.020,0.005,2.115,0,2020-10-06,16
"(1174, 1170, '0')",0.000,0.000,0.000,0.000,0.000,26.400,0.000,0.000,25.132,0,,2,0.000,0.000,0.000,0.000,0.000,0.000,0,2020-10-06,16
"(1175, 1170, '0')",0.000,0.000,0.000,0.000,0.000,26.400,0.000,0.000,25.132,0,,2,0.000,0.000,0.000,0.000,0.000,0.000,0,2020-10-06,16
"(1154, 1152, '0')",0.000,0.040,0.080,0.000,0.000,26.400,23.301,0.621,25.132,1,441662963.000,0,0.040,20.195,24.233,21.748,0.000,0.802,0,2020-10-06,16
"(1170, 1152, '0')",0.000,0.170,0.328,0.000,0.045,26.400,16.311,0.717,25.132,0,441461379.000,1,0.170,12.427,19.263,18.020,0.002,2.115,0,2020-10-06,16
"(1156, 1150, '0')",0.000,0.037,0.530,0.000,0.014,41.800,18.175,0.000,50.641,1,449890228.000,4,0.037,16.156,18.641,19.263,0.000,0.595,1,2020-10-06,16
"(1467, 1150, '0')",0.000,0.168,0.490,0.000,0.057,41.800,18.641,0.311,50.641,1,449896133.000,3,0.168,14.447,21.748,19.263,0.003,2.433,1,2020-10-06,16
"(1092, 1150, '0')",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,0,0.000,0.000,0.000,0.000,0.000,0.000,0,2020-10-06,16
"(1159, 1598, '0')",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,0,0.000,0.000,0.000,0.000,0.000,0.000,0,2020-10-06,16
"(1160, 1168, '0')",0.000,0.101,0.693,0.000,0.059,33.100,22.214,0.782,25.851,0,449890235.000,1,0.101,20.971,24.855,26.719,0.003,2.115,0,2020-10-06,16
"(1167, 1168, '0')",0.000,0.172,0.713,0.000,0.133,33.100,21.903,0.359,25.851,0,449890238.000,3,0.172,24.544,26.098,24.233,0.018,4.226,0,2020-10-06,16
"(1160, 427, '0')",0.000,0.091,0.250,0.000,0.016,25.900,28.738,0.621,27.250,1,1626664796.000,1,0.091,25.166,31.690,26.098,0.000,2.290,0,2020-10-06,16
"(1160, 1166, '0')",0.000,0.137,0.858,0.000,0.096,33.100,18.175,0.621,25.851,1,449896130.000,1,0.137,17.088,20.505,19.263,0.009,2.346,0,2020-10-06,16
"(1165, 1166, '0')",0.000,0.142,0.748,0.000,0.084,35.600,20.971,0.359,50.144,0,449890218.000,1,0.142,16.466,23.612,16.777,0.007,2.346,1,2020-10-06,16
"(1160, 1164, '0')",0.000,0.084,0.870,0.000,0.070,33.100,30.603,0.311,25.851,0,449890231.000,1,0.084,26.564,33.554,29.204,0.005,2.233,0,2020-10-06,16
"(1163, 1164, '0')",0.000,0.091,0.922,0.000,0.078,33.100,28.738,0.621,25.851,2,449890234.000,2,0.091,25.166,31.690,26.098,0.006,2.290,0,2020-10-06,16
"(538, 1165, '0')",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,0,0.000,0.000,0.000,0.000,0.000,0.000,0,2020-10-06,16
"(1166, 1165, '0')",0.000,0.137,0.858,0.000,0.096,35.600,18.175,0.621,50.144,0,449896130.000,1,0.137,17.088,20.505,19.263,0.009,2.346,1,2020-10-06,16
"(1162, 1179, '0')",0.000,0.094,0.665,0.000,0.060,33.100,22.214,0.311,25.851,0,449890236.000,2,0.094,19.729,24.855,26.098,0.004,1.855,0,2020-10-06,16
"(1178, 1179, '0')",0.000,0.204,0.652,0.000,0.105,33.100,25.010,0.311,25.851,1,449890261.000,2,0.204,21.593,30.447,25.476,0.011,4.405,0,2020-10-06,16
"(1180, 1179, '0')",0.000,0.072,0.965,0.000,0.057,24.900,23.146,0.000,14.243,1,1626771082.000,1,0.072,19.263,24.233,24.233,0.003,1.378,0,2020-10-06,16
"(1182, 1179, '0')",0.000,0.149,1.042,0.000,0.128,26.000,28.738,1.378,21.600,1,1626742950.000,1,0.149,23.457,32.311,27.962,0.016,3.492,0,2020-10-06,16
"(1162, 1188, '0')",0.000,0.170,0.642,0.000,0.115,33.100,23.301,1.076,25.851,0,449890237.000,3,0.170,25.787,27.962,26.719,0.013,4.379,0,2020-10-06,16
"(1189, 1188, '0')",0.000,0.101,0.693,0.000,0.059,33.100,22.214,0.782,25.851,1,449890235.000,1,0.101,20.971,24.855,26.719,0.003,2.115,0,2020-10-06,16
"(1163, 1599, '0')",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,0,0.000,0.000,0.000,0.000,0.000,0.000,0,2020-10-06,16
"(1165, 1600, '0')",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,0,0.000,0.000,0.000,0.000,0.000,0.000,0,2020-10-06,16
"(1167, 1189, '0')",0.000,0.101,0.693,0.000,0.059,33.100,22.214,0.782,25.851,0,449890235.000,1,0.101,20.971,24.855,26.719,0.003,2.115,0,2020-10-06,16
"(1188, 1189, '0')",0.000,0.170,0.642,0.000,0.115,33.100,23.301,1.076,25.851,1,449890237.000,1,0.170,25.787,27.962,26.719,0.013,4.379,0,2020-10-06,16
"(1190, 1189, '0')",0.000,0.000,0.000,0.000,0.000,25.900,0.000,0.000,27.250,0,,2,0.000,0.000,0.000,0.000,0.000,0.000,0,2020-10-06,16
"(1191, 1189, '0')",0.000,0.000,0.000,0.000,0.000,33.100,0.000,0.000,25.851,0,,2,0.000,0.000,0.000,0.000,0.000,0.000,0,2020-10-06,16
"(1168, 1167, '0')",0.000,0.101,0.693,0.000,0.059,33.100,22.214,0.782,25.851,0,449890235.000,3,0.101,20.971,24.855,26.719,0.003,2.115,0,2020-10-06,16
"(1189, 1167, '0')",0.000,0.172,0.713,0.000,0.133,33.100,21.903,0.359,25.851,0,449890238.000,1,0.172,24.544,26.098,24.233,0.018,4.226,0,2020-10-06,16
"(1169, 407, '0')",0.000,0.467,0.350,0.000,0.101,25.900,21.903,0.000,27.250,0,1626688601.000,0,0.467,13.049,29.826,16.777,0.010,6.096,0,2020-10-06,16
"(1170, 1175, '0')",0.000,0.000,0.000,0.000,0.000,26.400,0.000,0.000,25.132,0,,2,0.000,0.000,0.000,0.000,0.000,0.000,0,2020-10-06,16
"(540, 1175, '0')",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,0,0.000,0.000,0.000,0.000,0.000,0.000,0,2020-10-06,16
"(1170, 1174, '0')",0.000,0.000,0.000,0.000,0.000,26.400,0.000,0.000,25.132,0,,2,0.000,0.000,0.000,0.000,0.000,0.000,0,2020-10-06,16
"(541, 1174, '0')",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,0,0.000,0.000,0.000,0.000,0.000,0.000,0,2020-10-06,16
"(1174, 1593, '0')",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,0,0.000,0.000,0.000,0.000,0.000,0.000,0,2020-10-06,16
"(1175, 1592, '0')",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,0,0.000,0.000,0.000,0.000,0.000,0.000,0,2020-10-06,16
"(1177, 1421, '0')",0.000,0.097,1.143,0.000,0.102,21.300,26.408,0.311,23.867,1,1626733628.000,1,0.097,24.700,29.204,26.098,0.010,2.407,0,2020-10-06,16
"(1177, 1183, '0')",0.000,0.149,1.042,0.000,0.128,26.000,28.738,1.378,21.600,0,1626742950.000,1,0.149,23.457,32.311,27.962,0.016,3.492,0,2020-10-06,16
"(1181, 1183, '0')",0.000,0.229,1.218,0.000,0.257,26.000,25.476,1.190,21.600,1,1626715869.000,9,0.229,23.301,31.690,27.962,0.066,5.345,5,2020-10-06,16
"(1177, 1176, '0')",0.000,0.258,1.045,0.000,0.220,26.000,29.515,0.311,21.600,1,449890243.000,1,0.258,24.700,37.904,26.098,0.048,6.367,0,2020-10-06,16
"(1184, 1176, '0')",0.000,0.058,1.060,0.000,0.059,26.000,28.272,0.932,21.600,1,449890248.000,2,0.058,25.632,29.826,27.340,0.003,1.479,0,2020-10-06,16
"(1179, 1182, '0')",0.000,0.229,1.218,0.000,0.257,26.000,25.476,1.190,21.600,1,1626715869.000,1,0.229,23.301,31.690,27.962,0.066,5.345,0,2020-10-06,16
"(1448, 1182, '0')",0.000,0.149,1.042,0.000,0.128,26.000,28.738,1.378,21.600,0,1626742950.000,1,0.149,23.457,32.311,27.962,0.016,3.492,0,2020-10-06,16
"(1179, 1180, '0')",0.000,0.083,1.123,0.000,0.082,24.900,19.729,0.932,14.243,1,1626637688.000,1,0.083,18.796,21.748,21.748,0.007,1.553,0,2020-10-06,16
"(1461, 1180, '0')",0.000,0.072,0.965,0.000,0.057,24.900,23.146,0.000,14.243,0,1626771082.000,0,0.072,19.263,24.233,24.233,0.003,1.378,0,2020-10-06,16
"(1179, 1162, '0')",0.000,0.170,0.642,0.000,0.115,33.100,23.301,1.076,25.851,0,449890237.000,2,0.170,25.787,27.962,26.719,0.013,4.379,0,2020-10-06,16
"(1188, 1162, '0')",0.000,0.094,0.665,0.000,0.060,33.100,22.214,0.311,25.851,0,449890236.000,3,0.094,19.729,24.855,26.098,0.004,1.855,0,2020-10-06,16
"(1179, 1178, '0')",0.000,0.119,0.662,0.000,0.076,33.100,24.544,1.190,25.851,1,449890240.000,2,0.119,22.680,27.962,24.233,0.006,2.708,0,2020-10-06,16
"(1185, 1178, '0')",0.000,0.204,0.652,0.000,0.105,33.100,25.010,0.311,25.851,0,449890261.000,6,0.204,21.593,30.447,25.476,0.011,4.405,0,2020-10-06,16
"(1181, 1447, '0')",0.000,0.149,1.042,0.000,0.128,26.000,28.738,1.378,21.600,0,1626742950.000,2,0.149,23.457,32.311,27.962,0.016,3.492,0,2020-10-06,16
"(1449, 1447, '0')",0.000,0.229,1.218,0.000,0.257,26.000,25.476,1.190,21.600,0,1626715869.000,1,0.229,23.301,31.690,27.962,0.066,5.345,0,2020-10-06,16
"(1182, 1448, '0')",0.000,0.229,1.218,0.000,0.257,26.000,25.476,1.190,21.600,0,1626715869.000,1,0.229,23.301,31.690,27.962,0.066,5.345,0,2020-10-06,16
"(1446, 1448, '0')",0.000,0.149,1.042,0.000,0.128,26.000,28.738,1.378,21.600,0,1626742950.000,1,0.149,23.457,32.311,27.962,0.016,3.492,0,2020-10-06,16
"(1183, 1181, '0')",0.000,0.149,1.042,0.000,0.128,26.000,28.738,1.378,21.600,1,1626742950.000,9,0.149,23.457,32.311,27.962,0.016,3.492,5,2020-10-06,16
"(1447, 1181, '0')",0.000,0.229,1.218,0.000,0.257,26.000,25.476,1.190,21.600,0,1626715869.000,2,0.229,23.301,31.690,27.962,0.066,5.345,0,2020-10-06,16
"(1184, 1573, '0')",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,0,0.000,0.000,0.000,0.000,0.000,0.000,0,2020-10-06,16
"(1185, 1585, '0')",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,0,0.000,0.000,0.000,0.000,0.000,0.000,0,2020-10-06,16
"(543, 1190, '0')",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,0,0.000,0.000,0.000,0.000,0.000,0.000,0,2020-10-06,16
"(1189, 1190, '0')",0.000,0.000,0.000,0.000,0.000,25.900,0.000,0.000,27.250,0,,2,0.000,0.000,0.000,0.000,0.000,0.000,0,2020-10-06,16
"(544, 1191, '0')",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,0,0.000,0.000,0.000,0.000,0.000,0.000,0,2020-10-06,16
"(1189, 1191, '0')",0.000,0.000,0.000,0.000,0.000,33.100,0.000,0.000,25.851,0,,2,0.000,0.000,0.000,0.000,0.000,0.000,0,2020-10-06,16
"(1190, 1590, '0')",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,0,0.000,0.000,0.000,0.000,0.000,0.000,0,2020-10-06,16
"(1191, 1591, '0')",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,0,0.000,0.000,0.000,0.000,0.000,0.000,0,2020-10-06,16
"(1192, 362, '0')",0.000,0.022,0.195,0.000,0.010,29.300,47.069,1.644,20.750,0,170683067.000,2,0.022,48.156,48.467,52.817,0.000,1.061,0,2020-10-06,16
"(1192, 1603, '0')",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,0,0.000,0.000,0.000,0.000,0.000,0.000,0,2020-10-06,16
"(1193, 702, '0')",0.000,0.028,0.470,0.000,0.014,34.400,30.137,0.717,66.653,0,441679178.000,0,0.028,28.583,31.069,37.282,0.000,0.802,0,2020-10-06,16
"(1196, 1222, '0')",0.000,0.092,1.225,0.000,0.107,28.700,19.263,0.879,39.191,1,1626721540.000,1,0.092,19.884,21.748,27.962,0.011,1.829,0,2020-10-06,16
"(1221, 1222, '0')",0.000,0.134,1.477,0.000,0.205,28.700,16.311,1.190,39.191,0,449891953.000,1,0.134,18.330,19.884,25.476,0.042,2.453,0,2020-10-06,16
"(1196, 769, '0')",0.000,0.092,1.225,0.000,0.107,28.700,19.263,0.879,39.191,0,1626721540.000,1,0.092,19.884,21.748,27.962,0.011,1.829,0,2020-10-06,16
"(1211, 769, '0')",0.000,0.134,1.477,0.000,0.205,28.700,16.311,1.190,39.191,0,449891953.000,1,0.134,18.330,19.884,25.476,0.042,2.453,0,2020-10-06,16
"(1221, 769, '0')",0.000,0.134,1.477,0.000,0.205,28.700,16.311,1.190,39.191,0,449891953.000,1,0.134,18.330,19.884,25.476,0.042,2.453,0,2020-10-06,16
"(549, 1201, '0')",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,0,0.000,0.000,0.000,0.000,0.000,0.000,0,2020-10-06,16
"(1200, 1201, '0')",0.000,0.154,0.425,0.000,0.056,46.000,17.398,0.621,24.821,0,449891951.000,1,0.154,15.845,20.505,26.098,0.003,2.433,0,2020-10-06,16
"(1200, 794, '0')",0.000,0.154,0.425,0.000,0.056,46.000,17.398,0.621,24.821,0,449891951.000,1,0.154,15.845,20.505,26.098,0.003,2.433,0,2020-10-06,16
"(1201, 1347, '0')",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,0,0.000,0.000,0.000,0.000,0.000,0.000,0,2020-10-06,16
"(1202, 1207, '0')",0.000,0.000,0.000,0.000,0.000,46.000,0.000,0.000,24.821,0,,1,0.000,0.000,0.000,0.000,0.000,0.000,0,2020-10-06,16
"(550, 1207, '0')",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,0,0.000,0.000,0.000,0.000,0.000,0.000,0,2020-10-06,16
"(1202, 804, '0')",0.000,0.078,0.245,0.000,0.019,30.500,27.185,0.621,56.987,0,441679119.000,1,0.078,23.923,29.204,29.204,0.000,1.855,0,2020-10-06,16
"(1203, 1204, '0')",0.000,0.078,0.578,0.000,0.043,30.500,23.301,0.000,56.987,0,441679121.000,0,0.078,21.127,25.476,27.962,0.002,1.644,0,2020-10-06,16
"(1203, 1209, '0')",0.000,0.000,0.000,0.000,0.000,30.500,0.000,0.000,56.987,0,,0,0.000,0.000,0.000,0.000,0.000,0.000,0,2020-10-06,16
"(552, 1209, '0')",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,0,0.000,0.000,0.000,0.000,0.000,0.000,0,2020-10-06,16
"(1204, 803, '0')",0.000,0.078,0.578,0.000,0.043,30.500,23.301,0.000,56.987,0,441679121.000,0,0.078,21.127,25.476,27.962,0.002,1.644,0,2020-10-06,16
"(1205, 1210, '0')",0.000,0.078,0.133,0.000,0.013,30.500,27.185,0.621,56.987,0,441679120.000,0,0.078,23.923,29.204,29.204,0.000,1.855,0,2020-10-06,16
"(1207, 1376, '0')",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,0,0.000,0.000,0.000,0.000,0.000,0.000,0,2020-10-06,16
"(1209, 1383, '0')",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,0,0.000,0.000,0.000,0.000,0.000,0.000,0,2020-10-06,16
"(1211, 1213, '0')",0.000,0.000,0.000,0.000,0.000,28.700,0.000,0.000,39.191,0,,0,0.000,0.000,0.000,0.000,0.000,0.000,0,2020-10-06,16
"(553, 1213, '0')",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,0,0.000,0.000,0.000,0.000,0.000,0.000,0,2020-10-06,16
"(1213, 1321, '0')",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,0,0.000,0.000,0.000,0.000,0.000,0.000,0,2020-10-06,16
"(1214, 1215, '0')",0.000,0.134,1.477,0.000,0.205,28.700,16.311,1.190,39.191,0,449891953.000,1,0.134,18.330,19.884,25.476,0.042,2.453,0,2020-10-06,16
"(1216, 1215, '0')",0.000,0.092,1.225,0.000,0.107,28.700,19.263,0.879,39.191,0,1626721540.000,1,0.092,19.884,21.748,27.962,0.011,1.829,0,2020-10-06,16
"(1215, 569, '0')",0.000,0.134,1.477,0.000,0.205,28.700,16.311,1.190,39.191,0,449891953.000,1,0.134,18.330,19.884,25.476,0.042,2.453,0,2020-10-06,16
"(1222, 568, '0')",0.000,0.092,1.225,0.000,0.107,28.700,19.263,0.879,39.191,0,1626721540.000,1,0.092,19.884,21.748,27.962,0.011,1.829,0,2020-10-06,16
"(1224, 1226, '0')",0.000,0.068,0.218,0.000,0.013,28.700,25.010,0.000,39.191,0,169008358.000,0,0.068,22.991,26.719,26.719,0.000,1.553,0,2020-10-06,16
"(562, 1226, '0')",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,0,0.000,0.000,0.000,0.000,0.000,0.000,0,2020-10-06,16
"(1226, 1331, '0')",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,0,0.000,0.000,0.000,0.000,0.000,0.000,0,2020-10-06,16
"(1228, 1229, '0')",0.000,0.019,1.312,0.000,0.015,29.000,22.214,0.879,36.974,0,449891944.000,1,0.019,16.777,22.369,24.855,0.000,0.311,0,2020-10-06,16
"(1233, 1229, '0')",0.000,0.083,1.255,0.000,0.110,29.000,23.457,0.311,36.974,0,449891945.000,1,0.083,21.593,24.855,26.719,0.012,1.785,0,2020-10-06,16
"(1229, 809, '0')",0.000,0.019,1.312,0.000,0.015,29.000,22.214,0.879,36.974,0,449891944.000,1,0.019,16.777,22.369,24.855,0.000,0.311,0,2020-10-06,16
"(1231, 1235, '0')",0.000,0.083,1.255,0.000,0.110,29.000,23.457,0.311,36.974,0,449891945.000,0,0.083,21.593,24.855,26.719,0.012,1.785,0,2020-10-06,16
"(1235, 1236, '0')",0.000,0.083,1.255,0.000,0.110,29.000,23.457,0.311,36.974,0,449891945.000,0,0.083,21.593,24.855,26.719,0.012,1.785,0,2020-10-06,16
"(1238, 1236, '0')",0.000,0.019,1.312,0.000,0.015,29.000,22.214,0.879,36.974,1,449891944.000,0,0.019,16.777,22.369,24.855,0.000,0.311,0,2020-10-06,16
"(1235, 1237, '0')",0.000,0.083,1.255,0.000,0.110,29.000,23.457,0.311,36.974,0,449891945.000,0,0.083,21.593,24.855,26.719,0.012,1.785,0,2020-10-06,16
"(1238, 1237, '0')",0.000,0.019,1.312,0.000,0.015,29.000,22.214,0.879,36.974,1,449891944.000,0,0.019,16.777,22.369,24.855,0.000,0.311,0,2020-10-06,16
"(1236, 810, '0')",0.000,0.083,1.255,0.000,0.110,29.000,23.457,0.311,36.974,1,449891945.000,0,0.083,21.593,24.855,26.719,0.012,1.785,0,2020-10-06,16
"(1241, 1400, '0')",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,0,0.000,0.000,0.000,0.000,0.000,0.000,0,2020-10-06,16
"(1247, 829, '0')",0.000,0.087,0.583,0.000,0.047,34.200,25.632,0.621,67.240,0,441679110.000,0,0.087,22.059,27.340,26.719,0.002,1.924,0,2020-10-06,16
