link_key,speed_ref_sd,tt_cv,tt_avg,road_closures,tt_sd,median_age,speed_avg,speed_hist_sd,median_inc,bus_stops,inrix_id,intersections,speed_cv,speed_hist_avg,speed_max,speed_ref_avg,tt_var,speed_sd,incidents,date,hour
"(203, 424, '0')",0.000,0.085,0.318,0.000,0.025,29.500,34.175,1.522,20.893,0,1626677778.000,0,0.085,34.175,38.525,42.875,0.001,2.914,0,2020-10-06,16
"(1489, 1664, '0')",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,0,0.000,0.000,0.000,0.000,0.000,0.000,0,2020-10-06,16
"(204, 165, '0')",0.000,0.016,0.250,0.000,0.000,25.900,67.108,0.000,27.250,0,1626766906.000,0,0.016,65.244,68.351,64.001,0.000,1.015,1,2020-10-06,16
"(1488, 1663, '0')",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,0,0.000,0.000,0.000,0.000,0.000,0.000,0,2020-10-06,16
"(1487, 1662, '0')",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,0,0.000,0.000,0.000,0.000,0.000,0.000,0,2020-10-06,16
"(1486, 1661, '0')",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,0,0.000,0.000,0.000,0.000,0.000,0.000,0,2020-10-06,16
"(1485, 1660, '0')",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,0,0.000,0.000,0.000,0.000,0.000,0.000,0,2020-10-06,16
"(206, 56, '0')",0.000,0.173,0.312,0.000,0.067,31.100,17.554,0.311,93.828,0,429471905.000,3,0.173,26.564,24.233,27.962,0.004,4.605,1,2020-10-06,16
"(206, 66, '0')",0.000,0.120,0.693,0.000,0.087,28.700,26.719,0.879,39.191,0,449891959.000,1,0.120,26.719,30.447,31.069,0.008,3.209,1,2020-10-06,16
"(818, 66, '0')",0.000,0.073,0.830,0.000,0.062,28.700,22.059,0.621,39.191,0,449872520.000,3,0.073,20.195,22.991,26.098,0.004,1.479,0,2020-10-06,16
"(206, 1216, '0')",0.000,0.092,1.225,0.000,0.107,28.700,19.263,0.879,39.191,2,1626721540.000,1,0.092,19.884,21.748,27.962,0.011,1.829,1,2020-10-06,16
"(206, 744, '0')",0.000,0.088,0.485,0.000,0.042,31.100,22.369,0.621,93.828,0,449891962.000,1,0.088,20.816,24.855,27.962,0.002,1.829,1,2020-10-06,16
"(743, 744, '0')",0.000,0.118,0.525,0.000,0.061,31.100,20.971,0.311,93.828,0,449897465.000,2,0.118,21.593,24.233,27.962,0.004,2.556,0,2020-10-06,16
"(1484, 1659, '0')",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,0,0.000,0.000,0.000,0.000,0.000,0.000,0,2020-10-06,16
"(207, 1, '0')",0.000,0.027,0.172,0.000,0.005,24.900,62.603,0.000,14.243,0,1626662589.000,2,0.027,60.273,64.001,60.273,0.000,1.634,1,2020-10-06,16
"(1401, 1658, '0')",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,0,0.000,0.000,0.000,0.000,0.000,0.000,0,2020-10-06,16
"(1400, 1657, '0')",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,0,0.000,0.000,0.000,0.000,0.000,0.000,0,2020-10-06,16
"(1399, 1656, '0')",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,0,0.000,0.000,0.000,0.000,0.000,0.000,0,2020-10-06,16
"(1396, 1655, '0')",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,0,0.000,0.000,0.000,0.000,0.000,0.000,0,2020-10-06,16
"(1394, 1654, '0')",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,0,0.000,0.000,0.000,0.000,0.000,0.000,0,2020-10-06,16
"(209, 33, '0')",0.000,0.139,0.345,0.000,0.045,26.700,22.369,0.879,30.907,0,449892031.000,1,0.139,19.263,26.098,24.855,0.002,2.685,1,2020-10-06,16
"(840, 33, '0')",0.000,0.078,0.500,0.000,0.029,26.700,15.534,1.293,30.907,0,449891942.000,0,0.078,14.602,16.777,19.884,0.001,1.134,1,2020-10-06,16
"(209, 672, '0')",0.000,0.104,0.225,0.000,0.021,26.700,47.690,1.785,30.907,0,1626744834.000,0,0.104,48.312,53.438,49.088,0.000,5.032,1,2020-10-06,16
"(209, 166, '0')",0.000,0.078,0.365,0.000,0.031,26.700,15.534,1.293,30.907,0,1626667843.000,2,0.078,14.602,16.777,19.884,0.001,1.134,3,2020-10-06,16
"(1393, 1653, '0')",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,0,0.000,0.000,0.000,0.000,0.000,0.000,0,2020-10-06,16
"(1392, 1652, '0')",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,0,0.000,0.000,0.000,0.000,0.000,0.000,0,2020-10-06,16
"(210, 1037, '0')",0.000,0.000,0.000,0.000,0.000,31.600,0.000,0.000,24.619,0,,0,0.000,0.000,0.000,0.000,0.000,0.000,0,2020-10-06,16
"(210, 1056, '0')",0.000,0.064,0.710,0.000,0.036,23.400,20.505,1.190,37.414,0,449891860.000,0,0.064,17.709,21.748,21.748,0.001,1.134,0,2020-10-06,16
"(1055, 1056, '0')",0.000,0.163,1.158,0.000,0.134,35.400,24.233,0.621,28.261,1,1626698147.000,4,0.163,18.952,27.962,24.233,0.018,3.086,0,2020-10-06,16
"(210, 1060, '0')",0.000,0.000,0.000,0.000,0.000,23.400,0.000,0.000,37.414,0,,0,0.000,0.000,0.000,0.000,0.000,0.000,0,2020-10-06,16
"(210, 1030, '0')",0.000,0.163,0.610,0.000,0.068,23.400,24.233,0.621,37.414,0,449891857.000,1,0.163,18.952,27.962,24.233,0.005,3.086,0,2020-10-06,16
"(1031, 1030, '0')",0.000,0.064,0.710,0.000,0.036,23.400,20.505,1.190,37.414,0,449891860.000,1,0.064,17.709,21.748,21.748,0.001,1.134,0,2020-10-06,16
"(1386, 1651, '0')",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,0,0.000,0.000,0.000,0.000,0.000,0.000,0,2020-10-06,16
"(1385, 1650, '0')",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,0,0.000,0.000,0.000,0.000,0.000,0.000,0,2020-10-06,16
"(1383, 1649, '0')",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,0,0.000,0.000,0.000,0.000,0.000,0.000,0,2020-10-06,16
"(211, 135, '0')",0.000,0.000,0.000,0.000,0.000,39.300,0.000,0.000,24.432,0,,0,0.000,0.000,0.000,0.000,0.000,0.000,0,2020-10-06,16
"(212, 266, '0')",0.000,0.017,0.495,0.000,0.010,39.300,62.758,0.311,24.432,0,1626728860.000,7,0.017,60.428,64.001,60.894,0.000,1.015,12,2020-10-06,16
"(1376, 1648, '0')",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,0,0.000,0.000,0.000,0.000,0.000,0.000,0,2020-10-06,16
"(1375, 1647, '0')",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,0,0.000,0.000,0.000,0.000,0.000,0.000,0,2020-10-06,16
"(214, 151, '0')",0.000,0.012,0.535,0.000,0.010,29.000,65.710,0.000,36.974,0,1626686767.000,1,0.012,64.001,66.487,65.244,0.000,0.782,0,2020-10-06,16
"(1361, 1646, '0')",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,0,0.000,0.000,0.000,0.000,0.000,0.000,0,2020-10-06,16
"(215, 239, '0')",0.000,0.006,0.190,0.000,0.012,26.700,64.933,0.000,30.907,0,1626630671.000,3,0.006,62.758,65.244,65.865,0.000,0.359,23,2020-10-06,16
"(537, 239, '0')",0.000,0.006,0.190,0.000,0.012,33.100,64.933,0.000,45.536,0,1626630671.000,1,0.006,62.758,65.244,65.865,0.000,0.359,20,2020-10-06,16
"(216, 677, '0')",0.000,0.203,0.375,0.000,0.069,46.000,40.234,1.190,24.821,0,1626647379.000,1,0.203,32.622,46.603,41.010,0.005,6.622,6,2020-10-06,16
"(238, 677, '0')",0.000,0.014,0.660,0.000,0.012,46.000,66.642,0.311,24.821,0,1626766899.000,0,0.014,65.399,67.729,65.244,0.000,0.932,0,2020-10-06,16
"(1349, 1645, '0')",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,0,0.000,0.000,0.000,0.000,0.000,0.000,0,2020-10-06,16
"(217, 528, '0')",0.000,0.015,0.472,0.000,0.005,26.700,66.642,0.000,30.907,0,1626737570.000,1,0.015,64.001,67.108,65.865,0.000,0.932,1,2020-10-06,16
"(1348, 1644, '0')",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,0,0.000,0.000,0.000,0.000,0.000,0.000,0,2020-10-06,16
"(218, 1264, '0')",0.000,0.044,1.308,0.000,0.039,29.000,22.680,1.281,36.974,0,449891943.000,0,0.044,18.175,23.612,26.098,0.001,0.802,0,2020-10-06,16
"(218, 74, '0')",0.000,0.139,0.332,0.000,0.039,33.800,22.369,0.879,54.944,0,441671170.000,1,0.139,19.263,26.098,24.855,0.001,2.685,0,2020-10-06,16
"(845, 74, '0')",0.000,0.109,0.830,0.000,0.127,33.800,27.030,1.015,54.944,0,449891925.000,3,0.109,32.933,29.826,32.933,0.016,3.605,0,2020-10-06,16
"(218, 844, '0')",0.000,0.036,0.670,0.000,0.024,26.700,21.748,0.000,30.907,1,449891937.000,0,0.036,19.884,22.369,29.204,0.001,0.717,0,2020-10-06,16
"(218, 839, '0')",0.000,0.078,0.412,0.000,0.030,26.700,15.534,1.293,30.907,0,449891941.000,1,0.078,14.602,16.777,19.884,0.001,1.134,0,2020-10-06,16
"(840, 839, '0')",0.000,0.139,0.283,0.000,0.039,26.700,22.369,0.879,30.907,0,449892032.000,1,0.139,19.263,26.098,24.855,0.001,2.685,1,2020-10-06,16
"(1347, 1643, '0')",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,0,0.000,0.000,0.000,0.000,0.000,0.000,0,2020-10-06,16
"(1346, 1642, '0')",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,0,0.000,0.000,0.000,0.000,0.000,0.000,0,2020-10-06,16
"(1344, 1641, '0')",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,0,0.000,0.000,0.000,0.000,0.000,0.000,0,2020-10-06,16
"(219, 47, '0')",0.000,0.026,0.758,0.000,0.022,28.700,65.555,0.311,39.191,0,1626615805.000,0,0.026,62.603,67.108,65.244,0.000,1.644,0,2020-10-06,16
"(1331, 1640, '0')",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,0,0.000,0.000,0.000,0.000,0.000,0.000,0,2020-10-06,16
"(221, 1306, '0')",0.000,0.091,0.550,0.000,0.036,26.700,27.651,0.000,30.907,1,449892027.000,1,0.091,21.127,30.447,29.826,0.001,1.932,1,2020-10-06,16
"(616, 1306, '0')",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,0,0.000,0.000,0.000,0.000,0.000,0.000,0,2020-10-06,16
"(221, 905, '0')",0.000,0.114,0.275,0.000,0.029,40.400,25.010,1.683,64.773,1,441679084.000,2,0.114,23.612,27.340,24.855,0.001,2.703,1,2020-10-06,16
"(221, 16, '0')",0.000,0.120,0.647,0.000,0.079,40.400,23.457,0.000,64.773,1,449892015.000,1,0.120,22.991,26.098,25.476,0.006,2.750,1,2020-10-06,16
"(895, 16, '0')",0.000,0.091,0.550,0.000,0.036,40.400,27.651,0.000,64.773,2,449892027.000,2,0.091,21.127,30.447,29.826,0.001,1.932,0,2020-10-06,16
"(221, 1350, '0')",0.000,0.158,0.152,0.000,0.024,40.400,22.214,0.311,64.773,0,441679087.000,2,0.158,21.593,26.719,26.098,0.001,3.418,1,2020-10-06,16
"(1330, 1639, '0')",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,0,0.000,0.000,0.000,0.000,0.000,0.000,0,2020-10-06,16
"(1329, 1638, '0')",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,0,0.000,0.000,0.000,0.000,0.000,0.000,0,2020-10-06,16
"(1323, 1637, '0')",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,0,0.000,0.000,0.000,0.000,0.000,0.000,0,2020-10-06,16
"(1322, 1636, '0')",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,0,0.000,0.000,0.000,0.000,0.000,0.000,0,2020-10-06,16
"(223, 934, '0')",0.000,0.121,0.617,0.000,0.062,29.100,24.700,0.000,44.531,1,449891875.000,1,0.121,21.127,27.962,27.962,0.004,2.556,2,2020-10-06,16
"(223, 901, '0')",0.000,0.065,0.795,0.000,0.058,29.100,19.107,1.015,44.531,1,1626690284.000,1,0.065,18.020,19.884,22.991,0.003,1.176,2,2020-10-06,16
"(1363, 901, '0')",0.000,0.039,0.723,0.000,0.030,17.500,20.661,0.782,37.414,0,1626624727.000,0,0.039,20.039,21.748,24.855,0.001,0.782,0,2020-10-06,16
"(629, 901, '0')",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,0,0.000,0.000,0.000,0.000,0.000,0.000,0,2020-10-06,16
"(223, 1335, '0')",0.000,0.044,1.200,0.000,0.057,36.700,24.544,0.879,66.344,1,449891880.000,1,0.044,24.233,26.098,29.826,0.003,1.076,2,2020-10-06,16
"(1321, 1635, '0')",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,0,0.000,0.000,0.000,0.000,0.000,0.000,0,2020-10-06,16
"(224, 941, '0')",0.000,0.145,0.440,0.000,0.048,30.700,29.981,0.621,41.563,4,449891983.000,4,0.145,25.166,35.418,31.069,0.002,3.636,0,2020-10-06,16
"(271, 941, '0')",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,0,0.000,0.000,0.000,0.000,0.000,0.000,0,2020-10-06,16
"(225, 1364, '0')",0.000,0.039,0.723,0.000,0.030,46.800,20.661,0.782,15.738,0,1626624727.000,0,0.039,20.039,21.748,24.855,0.001,0.782,0,2020-10-06,16
"(1360, 1364, '0')",0.000,0.065,0.795,0.000,0.058,46.800,19.107,1.015,15.738,0,1626690284.000,1,0.065,18.020,19.884,22.991,0.003,1.176,0,2020-10-06,16
"(141, 816, '0')",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,0,0.000,0.000,0.000,0.000,0.000,0.000,0,2020-10-06,16
"(815, 816, '0')",0.000,0.076,0.912,0.000,0.057,66.000,32.467,0.621,34.923,0,449891947.000,1,0.076,27.030,34.797,32.933,0.003,2.053,0,2020-10-06,16
"(227, 705, '0')",0.000,0.210,0.328,0.000,0.056,34.400,16.156,0.000,66.653,1,170301898.000,3,0.210,14.292,20.505,21.748,0.003,3.002,2,2020-10-06,16
"(305, 705, '0')",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,0,0.000,0.000,0.000,0.000,0.000,0.000,0,2020-10-06,16
"(227, 709, '0')",0.000,0.028,0.310,0.000,0.012,34.400,30.137,0.717,66.653,1,441679175.000,3,0.028,28.583,31.069,37.282,0.000,0.802,2,2020-10-06,16
"(227, 704, '0')",0.000,0.072,0.400,0.000,0.024,34.400,28.117,0.000,66.653,1,441458238.000,3,0.072,24.855,30.447,31.069,0.001,1.785,4,2020-10-06,16
"(738, 704, '0')",0.000,0.210,0.562,0.000,0.094,34.400,16.156,0.000,66.653,0,441459740.000,0,0.210,14.292,20.505,21.748,0.009,3.002,0,2020-10-06,16
"(227, 711, '0')",0.000,0.072,0.505,0.000,0.033,34.400,28.117,0.000,66.653,1,441679177.000,3,0.072,24.855,30.447,31.069,0.001,1.785,2,2020-10-06,16
"(1285, 1634, '0')",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,0,0.000,0.000,0.000,0.000,0.000,0.000,0,2020-10-06,16
"(1280, 1633, '0')",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,0,0.000,0.000,0.000,0.000,0.000,0.000,0,2020-10-06,16
"(1244, 1632, '0')",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,0,0.000,0.000,0.000,0.000,0.000,0.000,0,2020-10-06,16
"(1243, 1631, '0')",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,0,0.000,0.000,0.000,0.000,0.000,0.000,0,2020-10-06,16
"(228, 192, '0')",0.000,0.015,0.330,0.000,0.000,16.600,68.195,0.000,37.414,0,1626658657.000,0,0.015,60.894,69.594,65.244,0.000,0.932,0,2020-10-06,16
"(1239, 1630, '0')",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,0,0.000,0.000,0.000,0.000,0.000,0.000,0,2020-10-06,16
"(1230, 1629, '0')",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,0,0.000,0.000,0.000,0.000,0.000,0.000,0,2020-10-06,16
"(1223, 1628, '0')",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,0,0.000,0.000,0.000,0.000,0.000,0.000,0,2020-10-06,16
"(1220, 1627, '0')",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,0,0.000,0.000,0.000,0.000,0.000,0.000,0,2020-10-06,16
"(1218, 1626, '0')",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,0,0.000,0.000,0.000,0.000,0.000,0.000,0,2020-10-06,16
"(1618, 1198, '0')",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,0,0.000,0.000,0.000,0.000,0.000,0.000,0,2020-10-06,16
"(1197, 1617, '0')",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,0,0.000,0.000,0.000,0.000,0.000,0.000,0,2020-10-06,16
"(1615, 1195, '0')",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,0,0.000,0.000,0.000,0.000,0.000,0.000,0,2020-10-06,16
"(1194, 1614, '0')",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,0,0.000,0.000,0.000,0.000,0.000,0.000,0,2020-10-06,16
"(1482, 1145, '0')",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,0,0.000,0.000,0.000,0.000,0.000,0.000,0,2020-10-06,16
"(1481, 1100, '0')",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,0,0.000,0.000,0.000,0.000,0.000,0.000,0,2020-10-06,16
"(1477, 1095, '0')",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,0,0.000,0.000,0.000,0.000,0.000,0.000,0,2020-10-06,16
"(1476, 1093, '0')",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,0,0.000,0.000,0.000,0.000,0.000,0.000,0,2020-10-06,16
"(1472, 1092, '0')",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,0,0.000,0.000,0.000,0.000,0.000,0.000,0,2020-10-06,16
"(1471, 1090, '0')",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,0,0.000,0.000,0.000,0.000,0.000,0.000,0,2020-10-06,16
"(236, 260, '0')",0.000,0.005,0.550,0.000,0.000,26.700,67.419,0.000,30.907,0,1626668286.000,1,0.005,65.244,67.729,65.865,0.000,0.359,1,2020-10-06,16
"(1464, 1001, '0')",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,0,0.000,0.000,0.000,0.000,0.000,0.000,0,2020-10-06,16
"(237, 143, '0')",0.000,0.020,0.550,0.000,0.016,34.400,67.729,0.000,66.653,0,1626690894.000,1,0.020,67.108,69.594,67.108,0.000,1.342,0,2020-10-06,16
"(1463, 997, '0')",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,0,0.000,0.000,0.000,0.000,0.000,0.000,0,2020-10-06,16
"(1459, 996, '0')",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,0,0.000,0.000,0.000,0.000,0.000,0.000,0,2020-10-06,16
"(1458, 995, '0')",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,0,0.000,0.000,0.000,0.000,0.000,0.000,0,2020-10-06,16
"(239, 242, '0')",0.000,0.010,0.530,0.000,0.000,33.600,66.642,0.000,41.694,0,1626686706.000,1,0.010,62.137,67.108,65.244,0.000,0.595,16,2020-10-06,16
"(240, 236, '0')",0.000,0.096,0.388,0.000,0.043,26.700,23.146,0.000,30.907,0,1626613838.000,3,0.096,26.098,26.719,34.797,0.002,2.505,14,2020-10-06,16
"(517, 236, '0')",0.000,0.048,0.475,0.000,0.021,26.700,30.137,0.879,30.907,0,1626668948.000,0,0.048,26.719,31.690,36.040,0.000,1.293,0,2020-10-06,16
"(1457, 948, '0')",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,0,0.000,0.000,0.000,0.000,0.000,0.000,0,2020-10-06,16
"(1456, 927, '0')",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,0,0.000,0.000,0.000,0.000,0.000,0.000,0,2020-10-06,16
"(241, 240, '0')",0.000,0.012,0.220,0.000,0.000,33.100,68.195,0.000,45.536,0,1626766864.000,0,0.012,65.865,68.972,67.108,0.000,0.782,1,2020-10-06,16
"(522, 240, '0')",0.000,0.096,0.388,0.000,0.043,33.100,23.146,0.000,45.536,0,1626613838.000,0,0.096,26.098,26.719,34.797,0.002,2.505,0,2020-10-06,16
"(1451, 925, '0')",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,0,0.000,0.000,0.000,0.000,0.000,0.000,0,2020-10-06,16
"(242, 244, '0')",0.000,0.010,0.530,0.000,0.000,33.600,66.642,0.000,41.694,0,1626686706.000,0,0.010,62.137,67.108,65.244,0.000,0.595,0,2020-10-06,16
"(243, 261, '0')",0.000,0.021,0.528,0.000,0.005,33.600,67.885,0.621,41.694,0,1626654601.000,1,0.021,64.312,69.594,65.244,0.000,1.378,0,2020-10-06,16
"(1450, 923, '0')",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,0,0.000,0.000,0.000,0.000,0.000,0.000,0,2020-10-06,16
"(1445, 922, '0')",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,0,0.000,0.000,0.000,0.000,0.000,0.000,0,2020-10-06,16
"(244, 504, '0')",0.000,0.009,0.323,0.000,0.005,33.600,67.885,0.717,41.694,0,1626686687.000,0,0.009,63.380,68.351,65.865,0.000,0.595,20,2020-10-06,16
"(244, 245, '0')",0.000,0.009,0.323,0.000,0.005,33.600,67.885,0.717,41.694,0,1626686687.000,0,0.009,63.380,68.351,65.865,0.000,0.595,22,2020-10-06,16
"(1444, 781, '0')",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,0,0.000,0.000,0.000,0.000,0.000,0.000,0,2020-10-06,16
"(246, 243, '0')",0.000,0.021,0.528,0.000,0.005,33.600,67.885,0.621,41.694,0,1626654601.000,0,0.021,64.312,69.594,65.244,0.000,1.378,8,2020-10-06,16
"(1435, 780, '0')",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,0,0.000,0.000,0.000,0.000,0.000,0.000,0,2020-10-06,16
"(1434, 776, '0')",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,0,0.000,0.000,0.000,0.000,0.000,0.000,0,2020-10-06,16
"(247, 249, '0')",0.000,0.008,0.522,0.000,0.005,29.600,67.108,0.000,45.663,0,1626686587.000,0,0.008,62.758,67.729,65.865,0.000,0.507,1,2020-10-06,16
"(248, 246, '0')",0.000,0.020,0.323,0.000,0.005,33.600,68.972,0.000,41.694,0,1626766964.000,1,0.020,65.865,70.215,67.108,0.000,1.342,1,2020-10-06,16
"(501, 246, '0')",0.000,0.020,0.323,0.000,0.005,33.600,68.972,0.000,41.694,0,1626766964.000,0,0.020,65.865,70.215,67.108,0.000,1.342,0,2020-10-06,16
"(1432, 731, '0')",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,0,0.000,0.000,0.000,0.000,0.000,0.000,0,2020-10-06,16
"(249, 251, '0')",0.000,0.008,0.522,0.000,0.005,29.600,67.108,0.000,45.663,0,1626686587.000,2,0.008,62.758,67.729,65.865,0.000,0.507,5,2020-10-06,16
"(1431, 730, '0')",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,0,0.000,0.000,0.000,0.000,0.000,0.000,0,2020-10-06,16
"(1429, 727, '0')",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,0,0.000,0.000,0.000,0.000,0.000,0.000,0,2020-10-06,16
"(250, 497, '0')",0.000,0.019,0.505,0.000,0.010,29.600,68.817,0.000,45.663,0,1626710717.000,1,0.019,65.865,70.215,67.108,0.000,1.281,23,2020-10-06,16
"(251, 464, '0')",0.000,0.025,0.223,0.000,0.005,46.800,66.642,0.000,15.738,0,1626686569.000,1,0.025,62.758,68.351,65.244,0.000,1.553,8,2020-10-06,16
"(251, 252, '0')",0.000,0.025,0.223,0.000,0.005,21.100,66.642,0.000,42.205,0,1626686569.000,0,0.025,62.758,68.351,65.244,0.000,1.553,10,2020-10-06,16
"(479, 252, '0')",0.000,0.084,0.275,0.000,0.021,46.800,35.263,1.468,15.738,0,1626682310.000,0,0.084,34.020,38.525,37.282,0.000,2.842,0,2020-10-06,16
"(1425, 726, '0')",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,0,0.000,0.000,0.000,0.000,0.000,0.000,0,2020-10-06,16
"(1423, 700, '0')",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,0,0.000,0.000,0.000,0.000,0.000,0.000,0,2020-10-06,16
"(1422, 699, '0')",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,0,0.000,0.000,0.000,0.000,0.000,0.000,0,2020-10-06,16
"(1420, 679, '0')",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,0,0.000,0.000,0.000,0.000,0.000,0.000,0,2020-10-06,16
"(258, 156, '0')",0.000,0.013,0.355,0.000,0.010,29.000,68.351,0.359,36.974,0,1626737663.000,0,0.013,65.555,68.972,65.865,0.000,0.879,1,2020-10-06,16
"(548, 156, '0')",0.000,0.013,0.355,0.000,0.010,29.000,68.351,0.359,36.974,0,1626737663.000,0,0.013,65.555,68.972,65.865,0.000,0.879,0,2020-10-06,16
"(1419, 678, '0')",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,0,0.000,0.000,0.000,0.000,0.000,0.000,0,2020-10-06,16
"(259, 258, '0')",0.000,0.013,0.355,0.000,0.010,29.000,68.351,0.359,36.974,0,1626737663.000,1,0.013,65.555,68.972,65.865,0.000,0.879,1,2020-10-06,16
